"Ad set name","Ad set delivery",Results,"Result indicator","Cost per results","Amount spent (USD)","CPM (cost per 1,000 impressions) (USD)",Frequency,Reach,Impressions,"Clicks (all)","Cost per outbound click (USD)","Outbound CTR (click-through rate)","Outbound clicks","CPC (cost per link click) (USD)","CTR (link click-through rate)","Link clicks","CTR (all)","CPC (all) (USD)","Landing page views","Cost per landing page view (USD)","Reporting starts","Reporting ends","Ad set budget","Ad set budget type","Campaign ID","Ad set ID","Campaign name","Results (initial)","Results (initial) indicator"
Soulmate-abo-static-date_of_birth-10,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,"Using campaign budget",0,120240359668910284,120240359668980284,Soulmate-сbo-static-date_of_birth-10,,
"Post: ""Your ex could come back sooner than you think… 😳💔""",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,2,Daily,120239990229510284,120239990230080284,"Post: ""Your ex could come back sooner than you think… 😳💔""",,
Soulmate-abo-static-date_of_birth-9,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,"Using campaign budget",0,120240353549380284,120240353549370284,Soulmate-сbo-static-date_of_birth-9,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,"Using campaign budget",0,120239452835860284,120239452835910284,Soulmate-сbo-static-date_of_birth(1)-4,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,"Using campaign budget",0,120240170192160284,120240170192200284,Soulmate-сbo-static-date_of_birth(1)-8,,
"Soulmate-abo-static-date_of_birth-1 – Copy 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,50,Daily,120238347016050284,120238347016070284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,"Using campaign budget",0,120239989810150284,120239989810140284,"Soulmate-сbo-static-date_of_birth(1)-5 – Copy",,
"Soulmate-abo-static-date_of_birth-1 – Copy 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,70,Daily,120238347016050284,120238347016040284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,"Using campaign budget",0,120239968509520284,120239968509490284,Soulmate-сbo-static-date_of_birth(1)-6,,
"Soulmate-abo-static-date_of_birth-1 – Copy",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,60,Daily,120238347016050284,120238347016030284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,"Using campaign budget",0,120239530590420284,120239530590440284,"Soulmate-сbo-static-date_of_birth(1)-8 – ww",,
Soulmate-abo-static-date_of_birth-1,inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,50,Daily,120238347016050284,120238347015990284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,"Using campaign budget",0,120239465472520284,120239465472570284,Soulmate-сbo-static-date_of_birth(1)-7,,
"Soulmate-abo-static-date_of_birth-1 – Copy 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,50,Daily,120238347016050284,120238347015970284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,"Using campaign budget",0,120239464684270284,120239464684300284,Soulmate-сbo-static-date_of_birth(1)-6,,
Soulmate-abo-static-date_of_birth-4,inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,50,Daily,120238346020350284,120238346938850284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,"Using campaign budget",0,120239462815870284,120239462815850284,Soulmate-сbo-static-date_of_birth(1)-5,,
Soulmate-abo-static-date_of_birth-3,inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,60,Daily,120238346020350284,120238346938830284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-video-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,"Using campaign budget",0,120239305542660284,120239305542620284,Soulmate-сbo-video-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-2,inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,50,Daily,120238346020350284,120238346938820284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,"Using campaign budget",0,120239286855920284,120239286855940284,Soulmate-сbo-static-date_of_birth(1)-3,,
Soulmate-abo-static-date_of_birth-5,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,80,Daily,120238346020350284,120238346933490284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-heart-1x1-5,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,40,Daily,120239232921650284,120239233102640284,Soulmate-abo-static-heart-1x1-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,150,Daily,120238346020350284,120238346020370284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-heart-1x1-4,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,40,Daily,120239232921650284,120239233102630284,Soulmate-abo-static-heart-1x1-1,,
Pastlife-sins-4,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,50,Daily,120238232931510284,120238233933380284,Pastlife-static-1-4-1,,
Soulmate-abo-static-heart-1x1-3,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,40,Daily,120239232921650284,120239233102620284,Soulmate-abo-static-heart-1x1-1,,
Pastlife-sins-3,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,50,Daily,120238232931510284,120238233933360284,Pastlife-static-1-4-1,,
Soulmate-abo-static-heart-1x1-2,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,40,Daily,120239232921650284,120239233102610284,Soulmate-abo-static-heart-1x1-1,,
Pastlife-sins-2,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,50,Daily,120238232931510284,120238233933350284,Pastlife-static-1-4-1,,
Soulmate-abo-static-heart-1x1-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,40,Daily,120239232921650284,120239233102600284,Soulmate-abo-static-heart-1x1-1,,
Pastlife-sins-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,50,Daily,120238232931510284,120238232931520284,Pastlife-static-1-4-1,,
Soulmate-abo-static-heart-1x1-6,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,40,Daily,120239232921650284,120239232921680284,Soulmate-abo-static-heart-1x1-1,,
Soulmate-abo-video-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,"Using campaign budget",0,120239164453290284,120239164453280284,Soulmate-сbo-video-date_of_birth-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-28,2026-04-28,"Using campaign budget",0,120239103018930284,120239103018960284,Soulmate-сbo-static-date_of_birth-2,,
Soulmate-v2-abo-static-blur-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120241113584680284,120241113584710284,Soulmate-v2-abo-static-blur-1,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,72.61,145.22,41.910534,1.043989,3319,3465,125,1.241197,3.376623,117,1.241197,3.376623,117,3.607504,1.16176,115,1.262783,2026-04-27,2026-04-27,"Using campaign budget",0,120240956496910284,120240956497060284,Soulmate-v2-сbo-static-date_of_birth-4,,
Starseed_ES_cbo_static_9x16_ES+LatAm-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120241042515200284,120241042515210284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,,
"Soulmate-v2-abo-static-date_of_birth-1 – 2",not_delivering,6,actions:offsite_conversion.fb_pixel_purchase,25.67666667,154.06,44.526012,1.069221,3236,3460,143,1.116377,3.988439,138,1.116377,3.988439,138,4.132948,1.077343,142,1.08493,2026-04-27,2026-04-27,"Using campaign budget",0,120240841338740284,120240841344490284,Soulmate-v2-сbo-static-date_of_birth-3,,
Starseed_ES_cbo_static_9x16_US-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120241042103500284,120241042103490284,Starseed_ES_cbo_static_9x16_US-1,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,8,actions:offsite_conversion.fb_pixel_purchase,15.71875,125.75,48.161624,1.060951,2461,2611,95,1.397222,3.446955,90,1.397222,3.446955,90,3.638453,1.323684,88,1.428977,2026-04-27,2026-04-27,"Using campaign budget",0,120240841338740284,120240841338780284,Soulmate-v2-сbo-static-date_of_birth-3,,
Starseed_ES_cbo_static_9x16_ww-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120241041219770284,120241041219780284,Starseed_ES_cbo_static_9x16_ww,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,1,0,2026-04-27,2026-04-27,"Using campaign budget",0,120240639307440284,120240639307400284,Soulmate-v2-сbo-static-date_of_birth-2,,
"Soulmate-v2-abo-static-date_of_birth-1 – 2",not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,48.46,96.92,32.754309,1.002371,2952,2959,95,1.042151,3.142954,93,1.042151,3.142954,93,3.210544,1.020211,136,0.712647,2026-04-27,2026-04-27,"Using campaign budget",0,120240956496950284,120240956497100284,Soulmate-v2-сbo-static-date_of_birth-5,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120240588892110284,120240588892160284,Soulmate-v2-сbo-static-date_of_birth-1,,
"Soulmate-v2-abo-static-date_of_birth-1 – 2",not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,34.96,69.92,26.595664,1.009601,2604,2629,82,0.89641,2.966908,78,0.89641,2.966908,78,3.119057,0.852683,76,0.92,2026-04-27,2026-04-27,"Using campaign budget",0,120240956496910284,120240956497090284,Soulmate-v2-сbo-static-date_of_birth-4,,
Soulmate-abo-static-date_of_birth-11,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120240359756640284,120240359756600284,Soulmate-сbo-static-date_of_birth-11,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,6,actions:offsite_conversion.fb_pixel_purchase,26.74,160.44,47.707404,1.066603,3153,3363,151,1.137872,4.192685,141,1.137872,4.192685,141,4.490039,1.062517,151,1.062517,2026-04-27,2026-04-27,"Using campaign budget",0,120240956496950284,120240956497080284,Soulmate-v2-сbo-static-date_of_birth-5,,
Soulmate-abo-static-date_of_birth-10,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120240359668910284,120240359668980284,Soulmate-сbo-static-date_of_birth-10,,
"Post: ""Your ex could come back sooner than you think… 😳💔""",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,2,Daily,120239990229510284,120239990230080284,"Post: ""Your ex could come back sooner than you think… 😳💔""",,
Soulmate-abo-static-date_of_birth-9,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120240353549380284,120240353549370284,Soulmate-сbo-static-date_of_birth-9,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120239452835860284,120239452835910284,Soulmate-сbo-static-date_of_birth(1)-4,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120240170192160284,120240170192200284,Soulmate-сbo-static-date_of_birth(1)-8,,
"Soulmate-abo-static-date_of_birth-1 – Copy 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,50,Daily,120238347016050284,120238347016070284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120239989810150284,120239989810140284,"Soulmate-сbo-static-date_of_birth(1)-5 – Copy",,
"Soulmate-abo-static-date_of_birth-1 – Copy 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,70,Daily,120238347016050284,120238347016040284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120239968509520284,120239968509490284,Soulmate-сbo-static-date_of_birth(1)-6,,
"Soulmate-abo-static-date_of_birth-1 – Copy",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,60,Daily,120238347016050284,120238347016030284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120239530590420284,120239530590440284,"Soulmate-сbo-static-date_of_birth(1)-8 – ww",,
Soulmate-abo-static-date_of_birth-1,inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,50,Daily,120238347016050284,120238347015990284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120239465472520284,120239465472570284,Soulmate-сbo-static-date_of_birth(1)-7,,
"Soulmate-abo-static-date_of_birth-1 – Copy 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,50,Daily,120238347016050284,120238347015970284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120239464684270284,120239464684300284,Soulmate-сbo-static-date_of_birth(1)-6,,
Soulmate-abo-static-date_of_birth-4,inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,50,Daily,120238346020350284,120238346938850284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120239462815870284,120239462815850284,Soulmate-сbo-static-date_of_birth(1)-5,,
Soulmate-abo-static-date_of_birth-3,inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,60,Daily,120238346020350284,120238346938830284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-video-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120239305542660284,120239305542620284,Soulmate-сbo-video-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-2,inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,50,Daily,120238346020350284,120238346938820284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120239286855920284,120239286855940284,Soulmate-сbo-static-date_of_birth(1)-3,,
Soulmate-abo-static-date_of_birth-5,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,80,Daily,120238346020350284,120238346933490284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-heart-1x1-5,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,40,Daily,120239232921650284,120239233102640284,Soulmate-abo-static-heart-1x1-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,150,Daily,120238346020350284,120238346020370284,Soulmate-abo-static-date_of_birth-1,,
Soulmate-abo-static-heart-1x1-4,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,40,Daily,120239232921650284,120239233102630284,Soulmate-abo-static-heart-1x1-1,,
Pastlife-sins-4,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,50,Daily,120238232931510284,120238233933380284,Pastlife-static-1-4-1,,
Soulmate-abo-static-heart-1x1-3,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,40,Daily,120239232921650284,120239233102620284,Soulmate-abo-static-heart-1x1-1,,
Pastlife-sins-3,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,50,Daily,120238232931510284,120238233933360284,Pastlife-static-1-4-1,,
Soulmate-abo-static-heart-1x1-2,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,40,Daily,120239232921650284,120239233102610284,Soulmate-abo-static-heart-1x1-1,,
Pastlife-sins-2,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,50,Daily,120238232931510284,120238233933350284,Pastlife-static-1-4-1,,
Soulmate-abo-static-heart-1x1-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,40,Daily,120239232921650284,120239233102600284,Soulmate-abo-static-heart-1x1-1,,
Pastlife-sins-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,50,Daily,120238232931510284,120238232931520284,Pastlife-static-1-4-1,,
Soulmate-abo-static-heart-1x1-6,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,40,Daily,120239232921650284,120239232921680284,Soulmate-abo-static-heart-1x1-1,,
Soulmate-abo-video-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120239164453290284,120239164453280284,Soulmate-сbo-video-date_of_birth-1,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-27,2026-04-27,"Using campaign budget",0,120239103018930284,120239103018960284,Soulmate-сbo-static-date_of_birth-2,,
Soulmate-v2-abo-static-blur-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,"Using campaign budget",0,120241113584680284,120241113584710284,Soulmate-v2-abo-static-blur-1,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,"Using campaign budget",0,120240956496910284,120240956497060284,Soulmate-v2-сbo-static-date_of_birth-4,,
Starseed_ES_cbo_static_9x16_ES+LatAm-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,"Using campaign budget",0,120241042515200284,120241042515210284,Starseed_ES_cbo_static_9x16_ES+LatAm-1,,
"Soulmate-v2-abo-static-date_of_birth-1 – 2",not_delivering,8,actions:offsite_conversion.fb_pixel_purchase,24.18125,193.45,31.106287,1.080626,5755,6219,210,0.98198,3.167712,197,0.98198,3.167712,197,3.376749,0.92119,200,0.96725,2026-04-26,2026-04-26,"Using campaign budget",0,120240841338740284,120240841344490284,Soulmate-v2-сbo-static-date_of_birth-3,,
Starseed_ES_cbo_static_9x16_US-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,"Using campaign budget",0,120241042103500284,120241042103490284,Starseed_ES_cbo_static_9x16_US-1,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,8,actions:offsite_conversion.fb_pixel_purchase,14.7625,118.1,38.912685,1.053454,2881,3035,139,0.908462,4.283361,130,0.908462,4.283361,130,4.579901,0.84964,145,0.814483,2026-04-26,2026-04-26,"Using campaign budget",0,120240841338740284,120240841338780284,Soulmate-v2-сbo-static-date_of_birth-3,,
Starseed_ES_cbo_static_9x16_ww-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,"Using campaign budget",0,120241041219770284,120241041219780284,Starseed_ES_cbo_static_9x16_ww,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,3,actions:offsite_conversion.fb_pixel_purchase,59.68666667,179.06,41.296125,1.099949,3942,4336,187,1.02908,4.012915,174,1.02908,4.012915,174,4.312731,0.95754,170,1.053294,2026-04-26,2026-04-26,"Using campaign budget",0,120240639307440284,120240639307400284,Soulmate-v2-сbo-static-date_of_birth-2,,
"Soulmate-v2-abo-static-date_of_birth-1 – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,"Using campaign budget",0,120240956496950284,120240956497100284,Soulmate-v2-сbo-static-date_of_birth-5,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,21.09,36.935201,1.017825,561,571,27,0.753214,4.903678,28,0.753214,4.903678,28,4.728546,0.781111,50,0.4218,2026-04-26,2026-04-26,"Using campaign budget",0,120240588892110284,120240588892160284,Soulmate-v2-сbo-static-date_of_birth-1,,
"Soulmate-v2-abo-static-date_of_birth-1 – 2",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,"Using campaign budget",0,120240956496910284,120240956497090284,Soulmate-v2-сbo-static-date_of_birth-4,,
Soulmate-abo-static-date_of_birth-11,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,"Using campaign budget",0,120240359756640284,120240359756600284,Soulmate-сbo-static-date_of_birth-11,,
Soulmate-v2-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,"Using campaign budget",0,120240956496950284,120240956497080284,Soulmate-v2-сbo-static-date_of_birth-5,,
Soulmate-abo-static-date_of_birth-10,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,"Using campaign budget",0,120240359668910284,120240359668980284,Soulmate-сbo-static-date_of_birth-10,,
"Post: ""Your ex could come back sooner than you think… 😳💔""",not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,2,Daily,120239990229510284,120239990230080284,"Post: ""Your ex could come back sooner than you think… 😳💔""",,
Soulmate-abo-static-date_of_birth-9,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,"Using campaign budget",0,120240353549380284,120240353549370284,Soulmate-сbo-static-date_of_birth-9,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,"Using campaign budget",0,120239452835860284,120239452835910284,Soulmate-сbo-static-date_of_birth(1)-4,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,"Using campaign budget",0,120240170192160284,120240170192200284,Soulmate-сbo-static-date_of_birth(1)-8,,
"Soulmate-abo-static-date_of_birth-1 – Copy 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,50,Daily,120238347016050284,120238347016070284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,"Using campaign budget",0,120239989810150284,120239989810140284,"Soulmate-сbo-static-date_of_birth(1)-5 – Copy",,
"Soulmate-abo-static-date_of_birth-1 – Copy 2",inactive,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,70,Daily,120238347016050284,120238347016040284,Soulmate-abo-static-date_of_birth-2,,
Soulmate-abo-static-date_of_birth-1,not_delivering,,,,0,0,0,0,0,0,,,,,,,0,0,,,2026-04-26,2026-04-26,"Using campaign budget",0,120239968509520284,120239968509490284,Soulmate-сbo-static-date_of_birth(1)-6,,
